ano,cbo2002,empregados
2010,517420,345558
2011,517420,359248
2012,517420,337449
2013,517420,340367
2014,517420,329789
2015,517420,313752
2016,517420,293838
2014,517425,11061
2015,517425,27277
2016,517425,39549
2003,519105,5174
2004,519105,5558
2005,519105,5669
2006,519105,5475
2007,519105,5531
2008,519105,5904
2009,519105,5504
2010,519105,5869
2011,519105,5891
2012,519105,5690
2013,519105,5629
2014,519105,5616
2015,519105,5827
2016,519105,5996
1986,519110,8495
1987,519110,8743
1988,519110,9255
1989,519110,10721
1990,519110,10207
1991,519110,10561
1992,519110,10430
1993,519110,14564
1994,519110,13055
1995,519110,13971
1996,519110,15711
1997,519110,18434
1998,519110,20682
1999,519110,24515
2000,519110,30561
2001,519110,36629
2002,519110,42456
2003,519110,57666
2004,519110,66776
2005,519110,75241
2006,519110,85217
2007,519110,93396
2008,519110,102133
2009,519110,109825
2010,519110,119301
2011,519110,124476
2012,519110,128385
2013,519110,128076
2014,519110,130243
2015,519110,129027
2016,519110,123392
2015,519115,101
2016,519115,262
1986,519205,28223
1987,519205,26665
1988,519205,27640
1989,519205,29139
1990,519205,27468
1991,519205,26608
1992,519205,19487
1993,519205,20585
1994,519205,17992
1995,519205,16856
1996,519205,16860
1997,519205,17127
1998,519205,16421
1999,519205,17195
2000,519205,18276
2001,519205,18837
2002,519205,19748
2003,519205,17674
2004,519205,14365
2005,519205,12122
2006,519205,11782
2007,519205,11444
2008,519205,10976
2009,519205,9543
2010,519205,10029
2011,519205,9433
2012,519205,8558
2013,519205,7319
2014,519205,6525
2015,519205,5685
2016,519205,5093
2010,519210,383
2011,519210,1186
2012,519210,2111
2013,519210,3605
2014,519210,4239
2015,519210,4531
2016,519210,4737
2010,519215,148
2011,519215,302
2012,519215,507
2013,519215,832
2014,519215,1155
2015,519215,1294
2016,519215,1400
1986,519305,99
1987,519305,90
1988,519305,110
1989,519305,128
1990,519305,126
1991,519305,134
1992,519305,143
1993,519305,151
1994,519305,166
1995,519305,189
1996,519305,197
1997,519305,218
1998,519305,238
1999,519305,255
2000,519305,270
2001,519305,294
2002,519305,302
2003,519305,1514
2004,519305,1383
2005,519305,1297
2006,519305,1472
2007,519305,1434
2008,519305,1634
2009,519305,1815
2010,519305,2056
2011,519305,2211
2012,519305,2711
2013,519305,3033
2014,519305,3445
2015,519305,3934
2016,519305,4264
2003,519310,263
2004,519310,324
2005,519310,394
2006,519310,526
2007,519310,657
2008,519310,839
2009,519310,1019
2010,519310,1268
2011,519310,1641
2012,519310,1863
2013,519310,2138
2014,519310,2423
2015,519310,2698
2016,519310,2941
2003,519315,567
2004,519315,712
2005,519315,925
2006,519315,1092
2007,519315,1390
2008,519315,1782
2009,519315,2160
2010,519315,2598
2011,519315,3258
2012,519315,3974
2013,519315,4760
2014,519315,5492
2015,519315,5988
2016,519315,6261
2003,519320,1383
2004,519320,1720
2005,519320,2153
2006,519320,2612
2007,519320,3148
2008,519320,3794
2009,519320,4389
2010,519320,5122
2011,519320,5748
2012,519320,6515
2013,519320,7057
2014,519320,7704
2015,519320,8278
2016,519320,8741
2003,519805,508
2004,519805,470
2005,519805,161
2006,519805,185
2007,519805,104
2008,519805,54
2009,519805,41
2010,519805,28
2011,519805,18
2012,519805,113
2013,519805,27
2014,519805,12
2015,519805,24
2016,519805,17
1986,519905,300
1987,519905,325
1988,519905,391
1989,519905,366
1990,519905,343
1991,519905,368
1992,519905,394
1993,519905,488
1994,519905,584
1995,519905,562
1996,519905,678
1997,519905,742
1998,519905,719
1999,519905,756
2000,519905,863
2001,519905,876
2002,519905,1006
2003,519905,6773
2004,519905,6889
2005,519905,8060
2006,519905,8214
2007,519905,7960
2008,519905,9413
2009,519905,9226
2010,519905,10624
2011,519905,11267
2012,519905,10599
2013,519905,10349
2014,519905,10448
2015,519905,10630
2016,519905,10370
1986,519910,140
1987,519910,142
1988,519910,159
1989,519910,160
1990,519910,163
1991,519910,177
1992,519910,174
1993,519910,157
1994,519910,142
1995,519910,144
1996,519910,143
1997,519910,139
1998,519910,141
1999,519910,138
2000,519910,141
2001,519910,139
2002,519910,138
2003,519910,4846
2004,519910,4962
2005,519910,5414
2006,519910,6047
2007,519910,6125
2008,519910,6994
2009,519910,7722
2010,519910,8810
2011,519910,10287
2012,519910,10168
2013,519910,10011
2014,519910,10441
2015,519910,10612
2016,519910,10724
1986,519915,145
1987,519915,119
1988,519915,135
1989,519915,136
1990,519915,125
1991,519915,106
1992,519915,127
1993,519915,133
1994,519915,156
1995,519915,130
1996,519915,169
1997,519915,178
1998,519915,228
1999,519915,203
2000,519915,187
2001,519915,190
2002,519915,168
2003,519915,213
2004,519915,221
2005,519915,195
2006,519915,217
2007,519915,195
2008,519915,205
2009,519915,201
2010,519915,201
2011,519915,191
2012,519915,195
2013,519915,249
2014,519915,165
2015,519915,164
2016,519915,220
1986,519920,20
1987,519920,20
1988,519920,23
1989,519920,23
1990,519920,23
1991,519920,25
1992,519920,25
1993,519920,22
1994,519920,20
1995,519920,21
1996,519920,20
1997,519920,20
1998,519920,20
1999,519920,20
2000,519920,20
2001,519920,20
2002,519920,20
2003,519920,693
2004,519920,1067
2005,519920,732
2006,519920,781
2007,519920,652
2008,519920,796
2009,519920,703
2010,519920,664
2011,519920,667
2012,519920,698
2013,519920,858
2014,519920,807
2015,519920,920
2016,519920,875
1986,519925,1780
1987,519925,1979
1988,519925,2198
1989,519925,2404
1990,519925,2055
1991,519925,2300
1992,519925,2374
1993,519925,2933
1994,519925,2726
1995,519925,3786
1996,519925,3759
1997,519925,3970
1998,519925,4400
1999,519925,4938
2000,519925,5414
2001,519925,5571
2002,519925,6012
2003,519925,10346
2004,519925,10681
2005,519925,10501
2006,519925,11160
2007,519925,12973
2008,519925,12471
2009,519925,13888
2010,519925,14200
2011,519925,13672
2012,519925,13697
2013,519925,14547
2014,519925,15669
2015,519925,15754
2016,519925,16993
1986,519930,1618
1987,519930,620
1988,519930,719
1989,519930,763
1990,519930,636
1991,519930,683
1992,519930,798
1993,519930,906
1994,519930,893
1995,519930,930
1996,519930,944
1997,519930,998
1998,519930,1090
1999,519930,1166
2000,519930,1104
2001,519930,1130
2002,519930,1154
2003,519930,3946
2004,519930,3837
2005,519930,3498
2006,519930,3530
2007,519930,3684
2008,519930,3788
2009,519930,3770
2010,519930,4349
2011,519930,3767
2012,519930,3480
2013,519930,3285
2014,519930,3115
2015,519930,2921
2016,519930,2576
1986,519935,32694
1987,519935,32209
1988,519935,39937
1989,519935,39115
1990,519935,37345
1991,519935,37168
1992,519935,32229
1993,519935,31110
1994,519935,31132
1995,519935,32209
1996,519935,32312
1997,519935,33029
1998,519935,32086
1999,519935,31452
2000,519935,32486
2001,519935,32694
2002,519935,33400
2003,519935,41093
2004,519935,43191
2005,519935,45207
2006,519935,46735
2007,519935,49898
2008,519935,54355
2009,519935,57339
2010,519935,61077
2011,519935,62794
2012,519935,63469
2013,519935,63935
2014,519935,63808
2015,519935,60813
2016,519935,57444
1986,519940,2989
1987,519940,2906
1988,519940,3348
1989,519940,3456
1990,519940,3377
1991,519940,3139
1992,519940,3172
1993,519940,3752
1994,519940,8188
1995,519940,8892
1996,519940,10262
1997,519940,11511
1998,519940,12788
1999,519940,13166
2000,519940,14364
2001,519940,17119
2002,519940,19584
2003,519940,19773
2004,519940,19791
2005,519940,19771
2006,519940,21861
2007,519940,23309
2008,519940,24672
2009,519940,25032
2010,519940,24864
2011,519940,25774
2012,519940,25882
2013,519940,27203
2014,519940,27904
2015,519940,28925
2016,519940,28799
1986,519945,180
1987,519945,210
1988,519945,195
1989,519945,246
1990,519945,238
1991,519945,166
1992,519945,124
1993,519945,126
1994,519945,178
1995,519945,105
1996,519945,90
1997,519945,101
1998,519945,112
1999,519945,122
2000,519945,121
2001,519945,110
2002,519945,102
2003,519945,1092
2004,519945,1135
2005,519945,942
2006,519945,874
2007,519945,825
2008,519945,834
2009,519945,783
2010,519945,863
2011,519945,785
2012,519945,740
2013,519945,1335
2014,519945,1168
2015,519945,730
2016,519945,662
2003,520105,8118
2004,520105,8011
2005,520105,8417
2006,520105,8620
2007,520105,9449
2008,520105,9918
2009,520105,10753
2010,520105,11284
2011,520105,12293
2012,520105,13069
2013,520105,13918
2014,520105,14385
2015,520105,14024
2016,520105,13571
1986,520110,30591
1987,520110,30140
1988,520110,31865
1989,520110,33058
1990,520110,31325
1991,520110,30376
1992,520110,29241
1993,520110,30364
1994,520110,29541
1995,520110,30386
1996,520110,31251
1997,520110,31636
1998,520110,31683
1999,520110,32240
2000,520110,34088
2001,520110,36222
2002,520110,39293
2003,520110,46332
2004,520110,50881
2005,520110,56225
2006,520110,62342
2007,520110,67608
2008,520110,74092
2009,520110,76785
2010,520110,86019
2011,520110,94894
2012,520110,100677
2013,520110,106587
2014,520110,110988
2015,520110,113795
2016,520110,109020
1986,521105,54560
1987,521105,56814
1988,521105,58884
1989,521105,61326
1990,521105,59604
1991,521105,57783
1992,521105,53581
1993,521105,56409
1994,521105,54017
1995,521105,56642
1996,521105,57410
1997,521105,54293
1998,521105,52688
1999,521105,56183
2000,521105,59250
2001,521105,61085
2002,521105,65530
2003,521105,106274
2004,521105,111365
2005,521105,114832
2006,521105,120277
2007,521105,128888
2008,521105,133808
2009,521105,139468
2010,521105,149472
2011,521105,155058
2012,521105,159303
2013,521105,160761
2014,521105,158095
2015,521105,155540
2016,521105,149197
1986,521110,974532
1987,521110,949467
1988,521110,1008783
1989,521110,1085384
1990,521110,1076751
1991,521110,1033674
1992,521110,1041885
1993,521110,1135325
1994,521110,1242443
1995,521110,1251441
1996,521110,1302089
1997,521110,1374641
1998,521110,1434389
1999,521110,1509750
2000,521110,1644843
2001,521110,1720136
2002,521110,1834724
2003,521110,1270468
2004,521110,1395587
2005,521110,1515611
2006,521110,1625337
2007,521110,1738471
2008,521110,1836988
2009,521110,1916246
2010,521110,2056199
2011,521110,2141570
2012,521110,2212121
2013,521110,2259637
2014,521110,2258675
2015,521110,2125390
2016,521110,2007042
1986,521115,26613
1987,521115,28249
1988,521115,30919
1989,521115,34412
1990,521115,34842
1991,521115,35673
1992,521115,38026
1993,521115,40286
1994,521115,44450
1995,521115,48981
1996,521115,56112
1997,521115,61666
1998,521115,66544
1999,521115,73458
2000,521115,83313
2001,521115,87538
2002,521115,94303
2003,521115,66564
2004,521115,90894
2005,521115,111881
2006,521115,119538
2007,521115,136959
2008,521115,149296
2009,521115,147312
2010,521115,169882
2011,521115,173060
2012,521115,179050
2013,521115,184870
2014,521115,194319
2015,521115,200680
2016,521115,190345
1986,521120,18402
1987,521120,17278
1988,521120,18780
1989,521120,19274
1990,521120,18254
1991,521120,17534
1992,521120,16595
1993,521120,15778
1994,521120,15677
1995,521120,15221
1996,521120,16935
1997,521120,18359
1998,521120,19541
1999,521120,20176
2000,521120,21948
2001,521120,22310
2002,521120,26676
2003,521120,24822
2004,521120,25749
2005,521120,31925
2006,521120,32455
2007,521120,34282
2008,521120,33660
2009,521120,34709
2010,521120,37131
2011,521120,36709
2012,521120,35690
2013,521120,34309
2014,521120,35257
2015,521120,28755
2016,521120,26582
1986,521125,47803
1987,521125,42006
1988,521125,44805
1989,521125,46706
1990,521125,43448
1991,521125,39522
1992,521125,36855
1993,521125,37909
1994,521125,36367
1995,521125,37422
1996,521125,38862
1997,521125,39741
1998,521125,41106
1999,521125,42906
2000,521125,45677
2001,521125,48192
2002,521125,51333
2003,521125,177560
2004,521125,204752
2005,521125,227077
2006,521125,253388
2007,521125,281206
2008,521125,306130
2009,521125,336582
2010,521125,358980
2011,521125,377958
2012,521125,405920
2013,521125,426745
2014,521125,445550
2015,521125,444969
2016,521125,470338
1986,521130,8541
1987,521130,8293
1988,521130,8657
1989,521130,8820
1990,521130,9451
1991,521130,10059
1992,521130,11951
1993,521130,13758
1994,521130,16225
1995,521130,16115
1996,521130,17596
1997,521130,19001
1998,521130,20107
1999,521130,21783
2000,521130,23068
2001,521130,25131
2002,521130,27807
2003,521130,72310
2004,521130,75915
2005,521130,80443
2006,521130,87872
2007,521130,94344
2008,521130,101415
2009,521130,106890
2010,521130,115082
2011,521130,121023
2012,521130,130877
2013,521130,139916
2014,521130,147730
2015,521130,147217
2016,521130,163522
1986,521135,44986
1987,521135,52021
1988,521135,58563
1989,521135,64356
1990,521135,67537
1991,521135,74623
1992,521135,78081
1993,521135,83539
1994,521135,91597
1995,521135,92958
1996,521135,105443
1997,521135,116685
1998,521135,123631
1999,521135,128800
2000,521135,131775
2001,521135,135248
2002,521135,143750
2003,521135,152019
2004,521135,158637
2005,521135,164171
2006,521135,169297
2007,521135,179597
2008,521135,191432
2009,521135,203065
2010,521135,214106
2011,521135,224271
2012,521135,234854
2013,521135,245082
2014,521135,255328
2015,521135,261647
2016,521135,256730
2014,521140,24804
2015,521140,124172
2016,521140,173792
1986,523105,190
1987,523105,153
1988,523105,149
1989,523105,320
1990,523105,129
1991,523105,114
1992,523105,105
1993,523105,106
1994,523105,120
1995,523105,115
1996,523105,127
1997,523105,143
1998,523105,135
1999,523105,135
2000,523105,152
2001,523105,155
2002,523105,170
2003,523105,2764
2004,523105,2866
2005,523105,2979
2006,523105,3174
2007,523105,3657
2008,523105,4030
2009,523105,4430
2010,523105,4966
2011,523105,5467
2012,523105,5973
2013,523105,6316
2014,523105,6257
2015,523105,5911
2016,523105,5412
2003,523110,7017
2004,523110,8505
2005,523110,9571
2006,523110,10190
2007,523110,11083
2008,523110,12021
2009,523110,12199
2010,523110,13058
2011,523110,13819
2012,523110,14635
2013,523110,14873
2014,523110,14561
2015,523110,13400
2016,523110,12447
1986,523115,690
1987,523115,673
1988,523115,688
1989,523115,972
1990,523115,847
1991,523115,1129
1992,523115,1014
1993,523115,1075
1994,523115,1057
1995,523115,958
1996,523115,1124
1997,523115,988
1998,523115,781
1999,523115,984
2000,523115,1108
2001,523115,877
2002,523115,976
2003,523115,1917
2004,523115,1986
2005,523115,2068
2006,523115,1998
2007,523115,2138
2008,523115,2290
2009,523115,2415
2010,523115,2652
2011,523115,2648
2012,523115,2819
2013,523115,2888
2014,523115,2953
2015,523115,2941
2016,523115,2780
1986,524105,4617
1987,524105,4254
1988,524105,2020
1989,524105,1727
1990,524105,1847
1991,524105,1497
1992,524105,1579
1993,524105,1918
1994,524105,1916
1995,524105,1944
1996,524105,2113
1997,524105,2366
1998,524105,2425
1999,524105,2933
2000,524105,3864
2001,524105,4263
2002,524105,5378
2003,524105,23145
2004,524105,26443
2005,524105,27111
2006,524105,28685
2007,524105,28899
2008,524105,32259
2009,524105,34646
2010,524105,38798
2011,524105,40582
2012,524105,42503
2013,524105,40416
2014,524105,42859
2015,524105,43732
2016,524105,41724
1986,524205,803
1987,524205,899
1988,524205,819
1989,524205,904
1990,524205,884
1991,524205,878
1992,524205,781
1993,524205,769
1994,524205,889
1995,524205,746
1996,524205,720
1997,524205,783
1998,524205,885
1999,524205,830
2000,524205,885
2001,524205,753
2002,524205,766
2003,524205,2376
2004,524205,2041
2005,524205,2418
2006,524205,2174
2007,524205,2118
2008,524205,2650
2009,524205,2671
2010,524205,3011
2011,524205,2241
2012,524205,2261
2013,524205,2262
2014,524205,2263
2015,524205,2255
2016,524205,2207
1986,524210,2489
1987,524210,3170
1988,524210,3225
1989,524210,3230
1990,524210,3482
1991,524210,3990
1992,524210,3646
1993,524210,3934
1994,524210,4369
1995,524210,4619
1996,524210,4577
1997,524210,4587
1998,524210,4477
1999,524210,4465
2000,524210,5734
2001,524210,5694
2002,524210,5807
2003,524210,4077
2004,524210,4362
2005,524210,4321
2006,524210,4309
2007,524210,4266
2008,524210,3637
2009,524210,4046
2010,524210,3874
2011,524210,3862
2012,524210,3532
2013,524210,3276
2014,524210,2898
2015,524210,2270
2016,524210,1914
2003,524215,3805
2004,524215,3555
2005,524215,3579
2006,524215,3686
2007,524215,3414
2008,524215,3574
2009,524215,4079
2010,524215,4356
2011,524215,4507
2012,524215,4791
2013,524215,4537
2014,524215,4300
2015,524215,3906
2016,524215,3621
1986,524305,10671
1987,524305,9914
1988,524305,11034
1989,524305,10338
1990,524305,10279
1991,524305,9909
1992,524305,8977
1993,524305,8668
1994,524305,8120
1995,524305,9419
1996,524305,9493
1997,524305,10437
1998,524305,11547
1999,524305,12792
2000,524305,14958
2001,524305,15524
2002,524305,17201
2003,524305,14875
2004,524305,10587
2005,524305,10659
2006,524305,10078
2007,524305,11212
2008,524305,10706
2009,524305,10064
2010,524305,10035
2011,524305,9706
2012,524305,8791
2013,524305,9983
2014,524305,8197
2015,524305,7612
2016,524305,6968
1986,524310,31
1987,524310,25
1988,524310,18
1989,524310,13
1990,524310,18
1991,524310,33
1992,524310,35
1993,524310,38
1994,524310,48
1995,524310,42
1996,524310,68
1997,524310,40
1998,524310,47
1999,524310,39
2000,524310,28
2001,524310,49
2002,524310,34
2003,524310,161
2004,524310,58
2005,524310,36
2006,524310,42
2007,524310,51
2008,524310,137
2009,524310,600
2010,524310,530
2011,524310,347
2012,524310,306
2013,524310,343
2014,524310,274
2015,524310,100
2016,524310,85
1986,611005,430
1987,611005,432
1988,611005,940
1989,611005,935
1990,611005,1102
1991,611005,1857
1992,611005,1006
1993,611005,1172
1994,611005,1832
1995,611005,1894
1996,611005,1443
1997,611005,1410
1998,611005,1193
1999,611005,1198
2000,611005,1189
2001,611005,1138
2002,611005,1093
2003,611005,3700
2004,611005,3719
2005,611005,3385
2006,611005,3175
2007,611005,3157
2008,611005,3134
2009,611005,3095
2010,611005,3134
2011,611005,3220
2012,611005,2952
2013,611005,2966
2014,611005,3191
2015,611005,3279
2016,611005,3055
1986,612005,1567
1987,612005,1164
1988,612005,2577
1989,612005,3472
1990,612005,3534
1991,612005,4966
1992,612005,4192
1993,612005,4662
1994,612005,4485
1995,612005,4894
1996,612005,4499
1997,612005,3604
1998,612005,4201
1999,612005,4018
2000,612005,3149
2001,612005,3160
2002,612005,3275
2003,612005,3233
2004,612005,2910
2005,612005,3038
2006,612005,2889
2007,612005,2895
2008,612005,2578
2009,612005,2379
2010,612005,2748
2011,612005,3056
2012,612005,4333
2013,612005,6017
2014,612005,5863
2015,612005,2311
2016,612005,2041
2003,612105,130
2004,612105,148
2005,612105,127
2006,612105,134
2007,612105,212
2008,612105,203
2009,612105,213
2010,612105,235
2011,612105,202
2012,612105,185
2013,612105,188
2014,612105,187
2015,612105,209
2016,612105,148
2003,612110,401
2004,612110,482
2005,612110,267
2006,612110,256
2007,612110,220
2008,612110,228
2009,612110,166
2010,612110,165
2011,612110,213
2012,612110,363
2013,612110,337
2014,612110,418
2015,612110,460
2016,612110,165
2003,612115,40
2004,612115,28
2005,612115,29
2006,612115,31
2007,612115,32
2008,612115,32
2009,612115,32
2010,612115,35
2011,612115,29
2012,612115,32
2013,612115,38
2014,612115,39
2015,612115,35
2016,612115,40
1986,612120,43
1987,612120,31
1988,612120,38
1989,612120,28
1990,612120,27
1991,612120,22
1992,612120,14
1993,612120,12
1994,612120,5
1995,612120,6
1996,612120,5
1997,612120,4
1998,612120,4
1999,612120,3
2000,612120,4
2001,612120,4
2002,612120,4
2003,612120,296
2004,612120,240
2005,612120,189
2006,612120,179
2007,612120,162
2008,612120,133
2009,612120,174
2010,612120,157
2011,612120,153
2012,612120,162
2013,612120,196
2014,612120,204
2015,612120,164
2016,612120,153
2003,612125,75
2004,612125,136
2005,612125,209
2006,612125,62
2007,612125,143
2008,612125,57
2009,612125,74
2010,612125,64
2011,612125,59
2012,612125,58
2013,612125,90
2014,612125,82
2015,612125,86
2016,612125,67
2003,612205,4
2004,612205,9
2005,612205,6
2006,612205,5
2007,612205,6
2008,612205,4
2009,612205,8
2010,612205,7
2011,612205,16
2012,612205,21
2013,612205,24
2014,612205,23
2015,612205,17
2016,612205,16
2003,612210,6
2004,612210,13
2005,612210,7
2006,612210,9
2007,612210,14
2008,612210,7
2009,612210,9
2010,612210,7
2011,612210,6
2012,612210,286
2013,612210,435
2014,612210,433
2015,612210,7
2016,612210,4
1986,612215,3
1987,612215,8
1988,612215,7
1989,612215,6
1990,612215,14
1991,612215,11
1992,612215,2
1993,612215,3
1994,612215,8
1995,612215,8
1996,612215,4
1997,612215,3
1998,612215,4
1999,612215,4
2000,612215,5
2001,612215,5
2002,612215,8
2003,612215,3
2004,612215,4
2005,612215,6
2006,612215,4
2007,612215,5
2008,612215,8
2009,612215,9
2010,612215,7
2011,612215,7
2012,612215,9
2013,612215,9
2014,612215,9
2015,612215,6
2016,612215,11
2003,612220,12
2004,612220,14
2005,612220,11
2006,612220,15
2007,612220,16
2008,612220,12
2009,612220,27
2010,612220,12
2011,612220,18
2012,612220,18
2013,612220,19
2014,612220,21
2015,612220,11
2016,612220,7
2004,612225,1
2005,612225,1
2006,612225,3
2007,612225,2
2008,612225,1
2010,612225,3
2011,612225,1
2012,612225,3
2013,612225,3
1986,612305,187
1987,612305,211
1988,612305,266
1989,612305,371
1990,612305,407
1991,612305,416
1992,612305,410
1993,612305,353
1994,612305,384
1995,612305,433
1996,612305,410
1997,612305,424
1998,612305,426
1999,612305,408
2000,612305,413
2001,612305,356
2002,612305,379
2003,612305,218
2004,612305,271
2005,612305,291
2006,612305,334
2007,612305,321
2008,612305,321
2009,612305,292
2010,612305,401
2011,612305,272
2012,612305,252
2013,612305,253
2014,612305,245
2015,612305,229
2016,612305,215
1986,612310,8
1987,612310,3
1988,612310,5
1989,612310,10
1990,612310,11
1991,612310,6
1992,612310,5
1993,612310,4
1994,612310,4
1995,612310,6
1996,612310,5
1997,612310,6
1998,612310,6
1999,612310,6
2000,612310,6
2001,612310,7
2002,612310,7
2003,612310,379
2004,612310,226
2005,612310,210
2006,612310,217
2007,612310,239
2008,612310,218
2009,612310,193
2010,612310,201
2011,612310,195
2012,612310,223
2013,612310,186
2014,612310,188
2015,612310,157
2016,612310,91
2003,612315,79
2004,612315,70
2005,612315,66
2006,612315,89
2007,612315,75
2008,612315,83
2009,612315,76
2010,612315,89
2011,612315,83
2012,612315,88
2013,612315,98
2014,612315,108
2015,612315,125
2016,612315,136
2003,612320,31
2004,612320,39
2005,612320,26
2006,612320,35
2007,612320,44
2008,612320,76
2009,612320,66
2010,612320,83
2011,612320,99
2012,612320,104
2013,612320,109
2014,612320,96
2015,612320,86
2016,612320,85
1986,612405,70
1987,612405,76
1988,612405,64
1989,612405,122
1990,612405,82
1991,612405,105
1992,612405,111
1993,612405,130
1994,612405,246
1995,612405,242
1996,612405,278
1997,612405,216
1998,612405,210
1999,612405,260
2000,612405,304
2001,612405,312
2002,612405,326
2003,612405,174
2004,612405,186
2005,612405,221
2006,612405,117
2007,612405,164
2008,612405,150
2009,612405,130
2010,612405,132
2011,612405,166
2012,612405,129
2013,612405,138
2014,612405,120
2015,612405,106
2016,612405,106
2003,612410,63
2004,612410,33
2005,612410,40
2006,612410,38
2007,612410,41
2008,612410,46
2009,612410,47
2010,612410,45
2011,612410,36
2012,612410,23
2013,612410,30
2014,612410,32
2015,612410,28
2016,612410,33
2004,612415,1
2005,612415,3
2006,612415,2
2007,612415,4
2008,612415,39
2009,612415,64
2010,612415,35
2011,612415,29
2012,612415,41
2013,612415,20
2014,612415,20
2015,612415,29
2016,612415,37
2003,612420,194
2004,612420,196
2005,612420,209
2006,612420,235
2007,612420,178
2008,612420,197
2009,612420,187
2010,612420,181
2011,612420,176
2012,612420,178
2013,612420,250
2014,612420,237
2015,612420,236
2016,612420,225
1986,612505,28
1987,612505,41
1988,612505,29
1989,612505,40
1990,612505,30
1991,612505,45
1992,612505,45
1993,612505,59
1994,612505,133
1995,612505,116
1996,612505,149
1997,612505,194
1998,612505,141
1999,612505,129
2000,612505,156
2001,612505,172
2002,612505,108
2003,612505,532
2004,612505,293
2005,612505,208
2006,612505,278
2007,612505,286
2008,612505,300
2009,612505,284
2010,612505,292
2011,612505,421
2012,612505,342
2013,612505,356
2014,612505,301
2015,612505,436
2016,612505,305
2003,612510,1141
2004,612510,872
2005,612510,952
2006,612510,1608
2007,612510,1772
2008,612510,1385
2009,612510,675
2010,612510,729
2011,612510,921
2012,612510,730
2013,612510,796
2014,612510,872
2015,612510,744
2016,612510,462
2003,612515,11
2004,612515,20
2005,612515,12
2006,612515,20
2007,612515,13
2008,612515,18
2009,612515,27
2010,612515,37
2011,612515,35
2012,612515,34
2013,612515,24
2014,612515,26
2015,612515,25
2016,612515,35
2003,612605,51
2004,612605,57
2005,612605,61
2006,612605,69
2007,612605,79
2008,612605,82
2009,612605,61
2010,612605,37
2011,612605,40
2012,612605,49
2013,612605,30
2014,612605,29
2015,612605,29
2016,612605,24
2003,612610,69
2004,612610,28
2005,612610,41
2006,612610,17
2007,612610,55
2008,612610,44
2009,612610,35
2010,612610,15
2011,612610,33
2012,612610,44
2013,612610,44
2014,612610,36
2015,612610,35
2016,612610,66
2003,612615,4
2004,612615,87
2005,612615,31
2006,612615,28
2007,612615,21
2008,612615,14
2009,612615,7
2010,612615,7
2011,612615,11
2012,612615,12
2013,612615,6
2014,612615,10
2015,612615,7
2016,612615,19
1986,612620,717
1987,612620,429
1988,612620,829
1989,612620,1199
1990,612620,3231
1991,612620,893
1992,612620,730
1993,612620,734
1994,612620,555
1995,612620,578
1996,612620,479
1997,612620,684
1998,612620,480
1999,612620,517
2000,612620,483
2001,612620,413
2002,612620,352
2003,612620,25
2004,612620,12
2005,612620,9
2006,612620,10
2007,612620,31
2008,612620,2
2009,612620,4
2010,612620,4
2011,612620,16
2012,612620,20
2013,612620,16
2014,612620,16
2015,612620,12
2016,612620,4
2003,612625,1
2004,612625,23
2006,612625,3
2007,612625,2
2008,612625,3
2009,612625,2
2010,612625,2
2011,612625,1
2014,612625,2
2015,612625,1
2016,612625,2
2003,612705,2
2004,612705,10
2005,612705,2
2006,612705,1
2008,612705,4
2009,612705,8
2010,612705,7
2011,612705,22
2012,612705,12
2013,612705,11
2014,612705,11
2015,612705,11
2016,612705,11
2003,612710,3
2005,612710,1
2008,612710,1
2010,612710,1
2011,612710,2
2012,612710,3
2003,612715,19
2004,612715,26
2005,612715,14
2006,612715,30
2007,612715,30
2008,612715,19
2009,612715,8
2010,612715,7
2011,612715,7
2012,612715,11
2013,612715,12
2014,612715,10
2015,612715,14
2016,612715,15
2003,612720,2
2005,612720,1
2006,612720,1
2007,612720,3
2008,612720,9
2009,612720,4
2010,612720,1
2011,612720,2
2012,612720,1
2013,612720,2
2014,612720,1
2015,612720,1
2016,612720,1
2007,612725,1
2008,612725,1
2014,612725,1
2016,612725,1
2003,612730,2
2005,612730,1
2006,612730,1
2007,612730,4
2008,612730,2
2009,612730,2
2010,612730,3
2011,612730,5
2012,612730,1
2013,612730,10
2014,612730,4
2015,612730,1
2016,612730,10
2003,612735,2
2004,612735,2
2005,612735,4
2006,612735,2
2007,612735,1
2008,612735,1
2014,612735,5
2015,612735,1
2016,612735,1
2003,612740,57
2004,612740,54
2005,612740,46
2006,612740,39
2007,612740,49
2008,612740,62
2009,612740,61
2010,612740,46
2011,612740,65
2012,612740,72
2013,612740,85
2014,612740,58
2015,612740,51
2016,612740,54
2003,612805,31
2004,612805,38
2005,612805,49
2006,612805,49
2007,612805,33
2008,612805,53
2009,612805,41
2010,612805,37
2011,612805,33
2012,612805,66
2013,612805,59
2014,612805,51
2015,612805,59
2016,612805,51
2003,612810,7
2004,612810,14
2005,612810,9
2006,612810,12
2007,612810,7
2008,612810,5
2009,612810,22
2010,612810,15
2011,612810,13
2012,612810,15
2013,612810,9
2014,612810,8
2015,612810,13
2016,612810,12
1986,613005,254
1987,613005,173
1988,613005,247
1989,613005,293
1990,613005,322
1991,613005,391
1992,613005,301
1993,613005,305
1994,613005,264
1995,613005,231
1996,613005,259
1997,613005,273
1998,613005,259
1999,613005,246
2000,613005,263
2001,613005,221
2002,613005,232
2003,613005,440
