ano,cbo2002,empregados
1989,131315,278
1990,131315,263
1991,131315,245
1992,131315,222
1993,131315,262
1994,131315,235
1995,131315,225
1996,131315,227
1997,131315,218
1998,131315,214
1999,131315,212
2000,131315,205
2001,131315,235
2002,131315,246
2003,131315,5215
2004,131315,3834
2005,131315,3271
2006,131315,3013
2007,131315,3071
2008,131315,2817
2009,131315,2835
2010,131315,2819
2011,131315,2881
2012,131315,2901
2013,131315,2853
2014,131315,2817
2015,131315,2851
2016,131315,2731
2003,131320,945
2004,131320,770
2005,131320,1010
2006,131320,1077
2007,131320,1234
2008,131320,1065
2009,131320,1326
2010,131320,1277
2011,131320,1636
2012,131320,1621
2013,131320,1910
2014,131320,1788
2015,131320,2008
2016,131320,2133
1986,141105,417
1987,141105,331
1988,141105,377
1989,141105,394
1990,141105,403
1991,141105,429
1992,141105,311
1993,141105,329
1994,141105,323
1995,141105,322
1996,141105,366
1997,141105,405
1998,141105,412
1999,141105,438
2000,141105,494
2001,141105,372
2002,141105,389
2003,141105,1119
2004,141105,1809
2005,141105,1411
2006,141105,1408
2007,141105,1562
2008,141105,2208
2009,141105,2335
2010,141105,2278
2011,141105,1705
2012,141105,1835
2013,141105,2450
2014,141105,2210
2015,141105,2012
2016,141105,2444
1986,141110,359
1987,141110,284
1988,141110,324
1989,141110,339
1990,141110,346
1991,141110,369
1992,141110,267
1993,141110,283
1994,141110,277
1995,141110,277
1996,141110,315
1997,141110,348
1998,141110,354
1999,141110,377
2000,141110,425
2001,141110,320
2002,141110,334
2003,141110,962
2004,141110,1133
2005,141110,1266
2006,141110,1352
2007,141110,1440
2008,141110,1557
2009,141110,1657
2010,141110,1779
2011,141110,2040
2012,141110,2133
2013,141110,2156
2014,141110,2250
2015,141110,2043
2016,141110,1960
1986,141115,3143
1987,141115,2617
1988,141115,2972
1989,141115,3117
1990,141115,3186
1991,141115,3360
1992,141115,2586
1993,141115,2789
1994,141115,2735
1995,141115,2708
1996,141115,2931
1997,141115,3211
1998,141115,3191
1999,141115,3393
2000,141115,3771
2001,141115,3021
2002,141115,3130
2003,141115,6976
2004,141115,6958
2005,141115,7137
2006,141115,7666
2007,141115,7987
2008,141115,8444
2009,141115,8943
2010,141115,9361
2011,141115,10186
2012,141115,10265
2013,141115,10493
2014,141115,10923
2015,141115,11239
2016,141115,11392
1986,141120,59
1987,141120,46
1988,141120,53
1989,141120,55
1990,141120,56
1991,141120,60
1992,141120,44
1993,141120,46
1994,141120,45
1995,141120,45
1996,141120,51
1997,141120,57
1998,141120,58
1999,141120,61
2000,141120,69
2001,141120,52
2002,141120,55
2003,141120,157
2004,141120,210
2005,141120,179
2006,141120,187
2007,141120,177
2008,141120,208
2009,141120,229
2010,141120,245
2011,141120,277
2012,141120,314
2013,141120,343
2014,141120,334
2015,141120,392
2016,141120,319
1986,141205,7247
1987,141205,8394
1988,141205,8665
1989,141205,8636
1990,141205,8367
1991,141205,8399
1992,141205,7778
1993,141205,9004
1994,141205,10293
1995,141205,11074
1996,141205,11182
1997,141205,12030
1998,141205,11698
1999,141205,12753
2000,141205,13925
2001,141205,14624
2002,141205,16165
2003,141205,41263
2004,141205,41940
2005,141205,44063
2006,141205,47357
2007,141205,50509
2008,141205,53391
2009,141205,55684
2010,141205,61388
2011,141205,65957
2012,141205,69984
2013,141205,72874
2014,141205,75078
2015,141205,72582
2016,141205,69552
1986,141305,533
1987,141305,527
1988,141305,556
1989,141305,555
1990,141305,559
1991,141305,546
1992,141305,468
1993,141305,491
1994,141305,435
1995,141305,427
1996,141305,402
1997,141305,423
1998,141305,393
1999,141305,415
2000,141305,426
2001,141305,428
2002,141305,424
2003,141305,3802
2004,141305,3701
2005,141305,4061
2006,141305,4575
2007,141305,5741
2008,141305,7208
2009,141305,7776
2010,141305,9128
2011,141305,10715
2012,141305,11526
2013,141305,12233
2014,141305,12807
2015,141305,11830
2016,141305,10703
1986,141405,11755
1987,141405,10256
1988,141405,10399
1989,141405,10347
1990,141405,9663
1991,141405,8992
1992,141405,8430
1993,141405,8447
1994,141405,8268
1995,141405,7910
1996,141405,7812
1997,141405,8512
1998,141405,9029
1999,141405,8999
2000,141405,9211
2001,141405,9608
2002,141405,10150
2003,141405,37556
2004,141405,32198
2005,141405,28279
2006,141405,25415
2007,141405,24186
2008,141405,22700
2009,141405,21898
2010,141405,21907
2011,141405,21887
2012,141405,21763
2013,141405,21205
2014,141405,21081
2015,141405,19210
2016,141405,17838
1986,141410,67931
1987,141410,62550
1988,141410,67571
1989,141410,58603
1990,141410,56628
1991,141410,53771
1992,141410,52845
1993,141410,55298
1994,141410,58879
1995,141410,59922
1996,141410,60614
1997,141410,65953
1998,141410,70544
1999,141410,72741
2000,141410,78459
2001,141410,81720
2002,141410,87669
2003,141410,111564
2004,141410,105413
2005,141410,100936
2006,141410,93224
2007,141410,91771
2008,141410,118799
2009,141410,82721
2010,141410,79831
2011,141410,79863
2012,141410,76993
2013,141410,74204
2014,141410,73720
2015,141410,62611
2016,141410,56270
1986,141415,28367
1987,141415,30943
1988,141415,34168
1989,141415,35638
1990,141415,36737
1991,141415,37580
1992,141415,37665
1993,141415,39266
1994,141415,43435
1995,141415,45102
1996,141415,43892
1997,141415,44650
1998,141415,45916
1999,141415,47643
2000,141415,50140
2001,141415,52206
2002,141415,52938
2003,141415,57712
2004,141415,60497
2005,141415,65147
2006,141415,69046
2007,141415,74357
2008,141415,80835
2009,141415,87557
2010,141415,96378
2011,141415,103329
2012,141415,112167
2013,141415,120049
2014,141415,125494
2015,141415,126382
2016,141415,128058
1986,141420,1723
1987,141420,1711
1988,141420,1902
1989,141420,1945
1990,141420,1892
1991,141420,1811
1992,141420,1829
1993,141420,1904
1994,141420,1857
1995,141420,1989
1996,141420,1857
1997,141420,1913
1998,141420,1848
1999,141420,1979
2000,141420,2035
2001,141420,2626
2002,141420,2982
2003,141420,5550
2004,141420,5433
2005,141420,5661
2006,141420,6015
2007,141420,6682
2008,141420,7450
2009,141420,8337
2010,141420,9518
2011,141420,11008
2012,141420,10253
2013,141420,10840
2014,141420,11049
2015,141420,10707
2016,141420,10255
1986,141505,5916
1987,141505,6203
1988,141505,6286
1989,141505,6824
1990,141505,7277
1991,141505,7221
1992,141505,6844
1993,141505,7179
1994,141505,7346
1995,141505,7821
1996,141505,7800
1997,141505,8099
1998,141505,8321
1999,141505,8518
2000,141505,8847
2001,141505,8790
2002,141505,9293
2003,141505,12427
2004,141505,10285
2005,141505,9643
2006,141505,9284
2007,141505,8738
2008,141505,8949
2009,141505,8605
2010,141505,8690
2011,141505,8500
2012,141505,8297
2013,141505,6840
2014,141505,7097
2015,141505,7043
2016,141505,6967
1986,141510,8546
1987,141510,8876
1988,141510,9281
1989,141510,9939
1990,141510,10344
1991,141510,10112
1992,141510,9749
1993,141510,10085
1994,141510,10883
1995,141510,12417
1996,141510,12225
1997,141510,12486
1998,141510,12783
1999,141510,13177
2000,141510,13874
2001,141510,13989
2002,141510,15021
2003,141510,19587
2004,141510,19953
2005,141510,22285
2006,141510,23734
2007,141510,25582
2008,141510,25733
2009,141510,27596
2010,141510,30389
2011,141510,34969
2012,141510,38242
2013,141510,41616
2014,141510,43569
2015,141510,42784
2016,141510,43544
1986,141515,1425
1987,141515,1570
1988,141515,1708
1989,141515,1842
1990,141515,2126
1991,141515,2189
1992,141515,2058
1993,141515,2146
1994,141515,2478
1995,141515,2705
1996,141515,2669
1997,141515,3008
1998,141515,3074
1999,141515,3136
2000,141515,3240
2001,141515,3337
2002,141515,3560
2003,141515,5534
2004,141515,6081
2005,141515,7002
2006,141515,7874
2007,141515,8793
2008,141515,9742
2009,141515,10375
2010,141515,11919
2011,141515,13130
2012,141515,14573
2013,141515,15610
2014,141515,16453
2015,141515,16627
2016,141515,15558
1986,141520,69
1987,141520,73
1988,141520,65
1989,141520,72
1990,141520,82
1991,141520,68
1992,141520,59
1993,141520,82
1994,141520,75
1995,141520,95
1996,141520,83
1997,141520,99
1998,141520,100
1999,141520,106
2000,141520,100
2001,141520,98
2002,141520,112
2003,141520,131
2004,141520,157
2005,141520,191
2006,141520,269
2007,141520,267
2008,141520,253
2009,141520,272
2010,141520,260
2011,141520,290
2012,141520,332
2013,141520,409
2014,141520,421
2015,141520,390
2016,141520,399
2010,141525,94
2011,141525,269
2012,141525,474
2013,141525,537
2014,141525,573
2015,141525,687
2016,141525,734
1986,141605,2564
1987,141605,2766
1988,141605,2783
1989,141605,2871
1990,141605,3065
1991,141605,3206
1992,141605,3151
1993,141605,3206
1994,141605,3292
1995,141605,3433
1996,141605,3291
1997,141605,3267
1998,141605,3259
1999,141605,3153
2000,141605,3192
2001,141605,3283
2002,141605,3480
2003,141605,6669
2004,141605,6733
2005,141605,7490
2006,141605,7830
2007,141605,8875
2008,141605,9524
2009,141605,9861
2010,141605,10891
2011,141605,12071
2012,141605,13036
2013,141605,13719
2014,141605,14562
2015,141605,14285
2016,141605,13768
1986,141610,939
1987,141610,979
1988,141610,1036
1989,141610,969
1990,141610,758
1991,141610,1026
1992,141610,1016
1993,141610,1058
1994,141610,1129
1995,141610,1096
1996,141610,1065
1997,141610,1046
1998,141610,1069
1999,141610,1266
2000,141610,1475
2001,141610,1676
2002,141610,1822
2003,141610,2730
2004,141610,2210
2005,141610,2233
2006,141610,2218
2007,141610,2160
2008,141610,2006
2009,141610,1687
2010,141610,1861
2011,141610,2070
2012,141610,2899
2013,141610,2161
2014,141610,1601
2015,141610,1807
2016,141610,1806
1986,141615,831
1987,141615,796
1988,141615,830
1989,141615,847
1990,141615,776
1991,141615,741
1992,141615,702
1993,141615,725
1994,141615,717
1995,141615,720
1996,141615,724
1997,141615,719
1998,141615,717
1999,141615,731
2000,141615,792
2001,141615,839
2002,141615,885
2003,141615,7850
2004,141615,9067
2005,141615,9232
2006,141615,10074
2007,141615,11266
2008,141615,12900
2009,141615,14519
2010,141615,16878
2011,141615,19487
2012,141615,22559
2013,141615,24572
2014,141615,26475
2015,141615,27224
2016,141615,26643
1986,141705,25
1987,141705,14
1988,141705,20
1989,141705,27
1990,141705,31
1991,141705,31
1992,141705,14
1993,141705,146
1994,141705,2375
1995,141705,2416
1996,141705,2040
1997,141705,2659
1998,141705,2519
1999,141705,2282
2000,141705,11063
2001,141705,4478
2002,141705,2787
2003,141705,9763
2004,141705,10041
2005,141705,10449
2006,141705,10940
2007,141705,4194
2008,141705,3816
2009,141705,4911
2010,141705,5140
2011,141705,5645
2012,141705,5301
2013,141705,4832
2014,141705,5353
2015,141705,6152
2016,141705,7120
1986,141710,3
1987,141710,3
1988,141710,10
1989,141710,3
1990,141710,7
1991,141710,4
1992,141710,1
1993,141710,618
1994,141710,6527
1995,141710,6821
1996,141710,9119
1997,141710,9663
1998,141710,10208
1999,141710,14407
2000,141710,17300
2001,141710,16780
2002,141710,21959
2003,141710,21053
2004,141710,16907
2005,141710,17613
2006,141710,17695
2007,141710,14545
2008,141710,17213
2009,141710,15092
2010,141710,15111
2011,141710,16704
2012,141710,17246
2013,141710,18743
2014,141710,17440
2015,141710,18560
2016,141710,18679
1986,141715,37
1987,141715,37
1988,141715,39
1989,141715,38
1990,141715,36
1991,141715,34
1992,141715,31
1993,141715,35
1994,141715,33
1995,141715,32
1996,141715,31
1997,141715,32
1998,141715,279
1999,141715,259
2000,141715,276
2001,141715,257
2002,141715,276
2003,141715,562
2004,141715,668
2005,141715,649
2006,141715,658
2007,141715,653
2008,141715,654
2009,141715,589
2010,141715,673
2011,141715,710
2012,141715,791
2013,141715,801
2014,141715,830
2015,141715,889
2016,141715,866
1986,141720,524
1987,141720,462
1988,141720,490
1989,141720,488
1990,141720,461
1991,141720,435
1992,141720,389
1993,141720,496
1994,141720,1090
1995,141720,1201
1996,141720,1287
1997,141720,1382
1998,141720,1468
1999,141720,2937
2000,141720,3988
2001,141720,1992
2002,141720,2032
2003,141720,4464
2004,141720,4919
2005,141720,5236
2006,141720,5486
2007,141720,4735
2008,141720,4790
2009,141720,4930
2010,141720,5270
2011,141720,5439
2012,141720,5021
2013,141720,5135
2014,141720,4935
2015,141720,4868
2016,141720,4513
1986,141725,7
1987,141725,7
1988,141725,8
1989,141725,8
1990,141725,7
1991,141725,7
1992,141725,6
1993,141725,7
1994,141725,6
1995,141725,6
1996,141725,6
1997,141725,6
1998,141725,6
1999,141725,6
2000,141725,6
2001,141725,7
2002,141725,7
2003,141725,112
2004,141725,136
2005,141725,156
2006,141725,147
2007,141725,185
2008,141725,233
2009,141725,251
2010,141725,387
2011,141725,343
2012,141725,427
2013,141725,416
2014,141725,706
2015,141725,550
2016,141725,471
2003,141730,117
2004,141730,151
2005,141730,149
2006,141730,130
2007,141730,80
2008,141730,87
2009,141730,63
2010,141730,57
2011,141730,69
2012,141730,71
2013,141730,74
2014,141730,65
2015,141730,73
2016,141730,105
2003,141735,186
2004,141735,225
2005,141735,211
2006,141735,224
2007,141735,223
2008,141735,243
2009,141735,270
2010,141735,264
2011,141735,402
2012,141735,393
2013,141735,397
2014,141735,327
2015,141735,388
2016,141735,378
1986,142105,54243
1987,142105,58307
1988,142105,61149
1989,142105,67367
1990,142105,69744
1991,142105,69787
1992,142105,68446
1993,142105,69027
1994,142105,71554
1995,142105,72388
1996,142105,74870
1997,142105,81317
1998,142105,81146
1999,142105,85730
2000,142105,95110
2001,142105,101932
2002,142105,113344
2003,142105,140568
2004,142105,147568
2005,142105,163672
2006,142105,176582
2007,142105,189072
2008,142105,212015
2009,142105,231589
2010,142105,265604
2011,142105,293661
2012,142105,310350
2013,142105,333980
2014,142105,344921
2015,142105,346277
2016,142105,334624
2003,142110,1684
2004,142110,1632
2005,142110,1769
2006,142110,1936
2007,142110,2170
2008,142110,2502
2009,142110,2633
2010,142110,3032
2011,142110,3545
2012,142110,4062
2013,142110,4078
2014,142110,4217
2015,142110,4743
2016,142110,4476
1986,142115,13931
1987,142115,15818
1988,142115,16270
1989,142115,16346
1990,142115,16491
1991,142115,16383
1992,142115,16132
1993,142115,16140
1994,142115,14509
1995,142115,12520
1996,142115,14872
1997,142115,12556
1998,142115,14723
1999,142115,12697
2000,142115,14709
2001,142115,15606
2002,142115,16475
2003,142115,22488
2004,142115,24859
2005,142115,26875
2006,142115,29408
2007,142115,32262
2008,142115,30156
2009,142115,32061
2010,142115,35542
2011,142115,38369
2012,142115,40767
2013,142115,39607
2014,142115,42123
2015,142115,42204
2016,142115,41726
2010,142120,24
2011,142120,185
2012,142120,296
2013,142120,427
2014,142120,644
2015,142120,760
2016,142120,872
1986,142205,847
1987,142205,798
1988,142205,860
1989,142205,840
1990,142205,849
1991,142205,876
1992,142205,925
1993,142205,1200
1994,142205,1415
1995,142205,1658
1996,142205,1724
1997,142205,1925
1998,142205,1918
1999,142205,2108
2000,142205,2270
2001,142205,2445
2002,142205,2551
2003,142205,9928
2004,142205,10920
2005,142205,12129
2006,142205,13035
2007,142205,15050
2008,142205,16759
2009,142205,17699
2010,142205,20318
2011,142205,21471
2012,142205,25184
2013,142205,25804
2014,142205,27483
2015,142205,27843
2016,142205,26793
1986,142210,5030
1987,142210,5689
1988,142210,6114
1989,142210,6065
1990,142210,6441
1991,142210,6691
1992,142210,6722
1993,142210,6832
1994,142210,6561
1995,142210,6602
1996,142210,6480
1997,142210,9080
1998,142210,6398
1999,142210,6566
2000,142210,6820
2001,142210,7247
2002,142210,7914
2003,142210,14590
2004,142210,14928
2005,142210,15586
2006,142210,16094
2007,142210,16712
2008,142210,18196
2009,142210,19597
2010,142210,20898
2011,142210,21664
2012,142210,22333
2013,142210,22442
2014,142210,23073
2015,142210,22956
2016,142210,21375
1986,142305,23228
1987,142305,23521
1988,142305,24474
1989,142305,25908
1990,142305,26315
1991,142305,26339
1992,142305,30301
1993,142305,32015
1994,142305,30520
1995,142305,30299
1996,142305,30562
1997,142305,32045
1998,142305,35024
1999,142305,37074
2000,142305,40089
2001,142305,44592
2002,142305,48004
2003,142305,59562
2004,142305,65779
2005,142305,73696
2006,142305,83176
2007,142305,92772
2008,142305,101896
2009,142305,117860
2010,142305,121382
2011,142305,134274
2012,142305,144893
2013,142305,153640
2014,142305,161959
2015,142305,160690
2016,142305,155260
1986,142310,1802
1987,142310,1892
1988,142310,1960
1989,142310,1962
1990,142310,2064
1991,142310,2119
1992,142310,2159
1993,142310,2160
1994,142310,2104
1995,142310,1992
1996,142310,1860
1997,142310,1814
1998,142310,1684
1999,142310,1723
2000,142310,1728
2001,142310,1943
2002,142310,2111
2003,142310,2620
2004,142310,2741
2005,142310,3048
2006,142310,3321
2007,142310,3806
2008,142310,4193
2009,142310,4666
2010,142310,5165
2011,142310,5948
2012,142310,7573
2013,142310,9121
2014,142310,9529
2015,142310,9207
2016,142310,8066
1986,142315,725
1987,142315,747
1988,142315,804
1989,142315,798
1990,142315,805
1991,142315,810
1992,142315,866
1993,142315,1228
1994,142315,1874
1995,142315,2406
1996,142315,2688
1997,142315,3077
1998,142315,3507
1999,142315,4026
2000,142315,4764
2001,142315,5527
2002,142315,6157
2003,142315,10055
2004,142315,10112
2005,142315,10997
2006,142315,12265
2007,142315,13491
2008,142315,15564
2009,142315,16622
2010,142315,18558
2011,142315,20382
2012,142315,22262
2013,142315,25389
2014,142315,26117
2015,142315,25915
2016,142315,25403
1986,142320,37613
1987,142320,38125
1988,142320,41947
1989,142320,42786
1990,142320,43572
1991,142320,43200
1992,142320,42949
1993,142320,46444
1994,142320,47609
1995,142320,55194
1996,142320,54303
1997,142320,56532
1998,142320,48206
1999,142320,50846
2000,142320,55120
2001,142320,59791
2002,142320,63832
2003,142320,61307
2004,142320,63802
2005,142320,71615
2006,142320,72986
2007,142320,77582
2008,142320,82555
2009,142320,86936
2010,142320,93794
2011,142320,102654
2012,142320,108272
2013,142320,115033
2014,142320,119798
2015,142320,120830
2016,142320,115032
2003,142325,6791
2004,142325,6788
2005,142325,7298
2006,142325,7952
2007,142325,9294
2008,142325,9789
2009,142325,9606
2010,142325,10264
2011,142325,11246
2012,142325,10992
2013,142325,3902
2014,142325,4788
2015,142325,5000
2016,142325,4809
2013,142330,30815
2014,142330,28606
2015,142330,32376
2016,142330,33478
2013,142335,16355
2014,142335,19044
2015,142335,22314
2016,142335,25715
2003,142340,45
2004,142340,210
2005,142340,104
2006,142340,119
2007,142340,170
2008,142340,287
2009,142340,639
2010,142340,680
2011,142340,688
2012,142340,377
2013,142340,676
2014,142340,1009
2015,142340,1091
