Usuario,CBO_5D,Prob
GlTaTe,424105,90.1
GlTaTe,712135,90.1
GlTaTe,223216,59.9
GlTaTe,353230,92.3
GlTaTe,841444,100
GlTaTe,841610,100
GlTaTe,821215,79.5
HeAndoPr,252540,8.3
HeAndoPr,21205,64.1
HeAndoPr,731175,30.3
HeAndoPr,823235,58.7
HeAndoPr,231305,64.5
HeAndoPr,414110,19.5
HeAndoPr,762330,68.8
HeAndoPr,313410,65.9
HeAndoPr,784125,43.2
HeAndoPr,725015,63.3
HeAndoPr,761235,60.1
HeAndoPr,841505,67.3
HeAndoPr,354605,53.6
HeAndoPr,810105,29.1
HeAndoPr,261110,25.9
HeAndoPr,861110,22.3
HeAndoPr,780105,61.9
HeAndoPr,773340,61.9
HeAndoPr,354820,56.5
HeAndoPr,231110,17.3
HeAndoPr,231205,17.3
HeAndoPr,919105,17.3
HeAndoPr,752310,67.7
HeAndoPr,761415,67.7
HeAndoPr,724320,61.6
HeAndoPr,261820,59.8
HeAndoPr,516210,21.3
HeAndoPr,413230,14.8
HeAndoPr,512105,67.7
HeAndoPr,632125,16.6
HeAndoPr,612710,64.1
HeAndoPr,811215,41.1
HeAndoPr,215130,76
HeAndoPr,773350,31.8
HeAndoPr,510130,71.7
HeAndoPr,762125,12
HeAndoPr,783205,68.8
HeAndoPr,233120,51.9
GuMedeAr,752230,100
HeAndoPr,213110,28.9
HeAndoPr,321315,25.7
GuMedeAr,811745,100
HeAndoPr,821220,37.2
HeAndoPr,784125,64.2
HeAndoPr,612810,71
HeAndoPr,721315,14.2
HeAndoPr,612320,71
HeAndoPr,643015,27.1
HeAndoPr,724310,55.2
HeAndoPr,239420,52.7
HeAndoPr,821450,18.2
HeAndoPr,391220,62.4
HeAndoPr,822115,62.4
HeAndoPr,848110,58.6
HeAndoPr,234632,52.8
HeAndoPr,374145,0.6
HeAndoPr,223310,66.1
HeAndoPr,354815,15.7
HeAndoPr,915305,49.2
HeAndoPr,731330,37.7
HeAndoPr,213410,51.4
HeAndoPr,632520,30.5
HeAndoPr,261210,7.8
HeAndoPr,262315,62.6
HeAndoPr,516505,23.4
HeAndoPr,424120,13.3
HeAndoPr,752235,13.3
HeAndoPr,641015,69.4
HeAndoPr,214360,54.3
HeAndoPr,862140,55.4
HeAndoPr,724215,59.7
HeAndoPr,231330,62.2
HeAndoPr,316340,1.4
HeAndoPr,233105,65.8
HeAndoPr,251215,13.3
HeAndoPr,374205,45
HeAndoPr,412205,29.1
HeAndoPr,784120,19.4
HeAndoPr,203125,62.6
HeAndoPr,253210,11.5
HeAndoPr,641005,39.6
HeAndoPr,316340,58.3
HeAndoPr,720130,25.9
HeAndoPr,239215,68.3
HeAndoPr,20305,9.4
HeAndoPr,524315,19.1
HeAndoPr,318305,1.4
HeAndoPr,214530,56.5
HeAndoPr,833205,35.3
HeAndoPr,711110,55
HeAndoPr,225345,21.2
HeAndoPr,234315,32
HeAndoPr,262415,23.4
HeAndoPr,214515,28.8
HeAndoPr,214730,28.8
HeAndoPr,233225,49.6
HeAndoPr,632370,7.9
HeAndoPr,239205,7.9
HeAndoPr,311110,7.9
HeAndoPr,318510,49.3
HeAndoPr,223550,49.3
HeAndoPr,842215,16.2
HeAndoPr,717020,51.1
HeAndoPr,262115,7.9
HeAndoPr,317210,42.1
HeAndoPr,332205,42.1
HeAndoPr,202110,1.4
HeAndoPr,316115,40.6
HeAndoPr,632335,40.6
HeAndoPr,414110,52.5
HeAndoPr,311115,27.3
HeAndoPr,214730,50.4
HeAndoPr,332105,26.3
HeAndoPr,215220,0.7
HeAndoPr,252310,44.2
HeAndoPr,261110,18
HeAndoPr,622615,10.1
HeAndoPr,324120,10.1
HeAndoPr,761110,41
HeAndoPr,223505,50.7
HeAndoPr,354305,4.3
HeAndoPr,312305,45.3
HeAndoPr,234644,45.3
HeAndoPr,377125,15.1
HeAndoPr,768210,0.4
HeAndoPr,213105,42.8
HeAndoPr,341245,11.5
HeAndoPr,632410,38.1
HeAndoPr,213140,44.6
HeAndoPr,251120,25.5
HeAndoPr,783235,19.4
HeAndoPr,262620,14.7
HeAndoPr,722330,29.1
HeAndoPr,766325,38.5
HeAndoPr,519305,38.5
HeAndoPr,515220,22.7
HeAndoPr,833115,44.2
HeAndoPr,261120,64.7
HeAndoPr,253130,33.1
HeAndoPr,261215,27.3
HeAndoPr,848215,33.5
HeAndoPr,234510,52.5
HeAndoPr,861105,7.6
HeAndoPr,766320,35.3
HeAndoPr,510205,50.7
HeAndoPr,768610,90.6
HeAndoPr,752115,63.3
HeAndoPr,223288,63.3
HeAndoPr,811315,34.9
HeAndoPr,519215,43.2
HeAndoPr,631010,47.8
HeAndoPr,311505,27.3
HeAndoPr,239220,27.3
HeAndoPr,721325,1.4
HeAndoPr,811770,79.1
HeAndoPr,261810,66.2
HeAndoPr,776425,66.2
HeAndoPr,914410,26.6
HeAndoPr,752230,56.8
HeAndoPr,314710,56.8
HeAndoPr,782610,56.8
HeAndoPr,341220,56.8
HeAndoPr,841725,35.6
HeAndoPr,913110,46
HeAndoPr,234664,46
HeAndoPr,761425,3.6
HeAndoPr,776415,51.4
HeAndoPr,225120,51.4
HeAndoPr,203120,33.8
HeAndoPr,114205,12.6
HeAndoPr,715130,6.5
HeAndoPr,354145,60.1
HeAndoPr,725105,27
HeAndoPr,722205,46
HeAndoPr,21210,57.9
HeAndoPr,413105,27.3
HeAndoPr,213305,60.1
HeAndoPr,211110,20.5
HeAndoPr,141520,54.7
HeAndoPr,782720,8.6
HeAndoPr,322410,8.6
HeAndoPr,710125,39.6
HeAndoPr,311715,23
HeAndoPr,262310,59.7
HeAndoPr,723215,21.9
HeAndoPr,515110,54.7
HeAndoPr,241310,65.8
HeAndoPr,725215,20.5
HeAndoPr,523115,57.6
HeAndoPr,314315,68.7
HeAndoPr,514325,33.8
HeAndoPr,253135,33.8
HeAndoPr,212210,15.1
HeAndoPr,613115,59
HeAndoPr,341110,21.6
HeAndoPr,612715,48.6
HeAndoPr,773330,69.4
HeAndoPr,612115,69.4
HeAndoPr,318510,69.4
HeAndoPr,376235,69.4
HeAndoPr,612310,0
HeAndoPr,517405,45.7
HeAndoPr,234604,2.9
HeAndoPr,254110,2.9
HeAndoPr,516110,45.7
HeAndoPr,731140,20.9
HeAndoPr,842220,55.4
HeAndoPr,766145,55.4
HeAndoPr,223530,42.4
HeAndoPr,377240,19.8
HeAndoPr,351720,6.8
HeAndoPr,782310,43.2
HeAndoPr,822125,57.2
HeAndoPr,783110,57.2
HeAndoPr,711405,31.7
JoGiRoMa,318505,50
TaMeCe,253225,100
JuCeNi,353220,79.8
JuCeNi,242205,39.9
TaMeCe,314610,100
JuCeNi,821255,83.1
TaMeCe,915305,100
JuCeNi,720145,83.1
TaMeCe,715305,50.7
JuCeNi,142340,83.1
TaMeCe,513225,100
JuCeNi,833115,21.2
JuCeNi,725610,100
TaMeCe,742130,50
JuCeNi,820205,80.6
JuCeNi,761225,80.6
JuCeNi,721430,80.6
JuCeNi,848110,100
TaMeCe,732120,80.6
JuCeNi,262210,81.7
JuCeNi,311605,71.3
TaMeCe,314705,89.6
JuCeNi,351110,100
JuCeNi,516210,90.3
JuCeNi,234415,70.2
TaMeCe,234305,88.2
JuCeNi,410220,40
JuCeNi,241210,79.6
JuCeNi,612210,69.9
TaMeCe,261420,39.6
JuCeNi,833120,100
JuCeNi,352305,100
TaMeCe,510305,39.6
JuCeNi,213410,69.8
JuCeNi,325015,69.8
JuCeNi,223252,78.8
JuCeNi,234405,78.8
TaMeCe,712220,75.9
JuCeNi,202105,78.8
TaMeCe,412110,100
JuCeNi,722225,100
JuCeNi,251520,59.4
TaMeCe,841725,55
TaMeCe,342125,84.1
TaMeCe,225139,82.7
TaMeCe,30110,58.6
TaMeCe,234760,59.3
TaMeCe,773110,23.3
TaMeCe,514105,73.3
TaMeCe,225203,100
TaMeCe,517420,75.2
TaMeCe,716310,75.2
TaMeCe,201110,75.2
TaMeCe,415210,75.2
TaMeCe,762205,75.2
CaAlKa,765310,50
ModeAvFiMaMa,763115,50
ModeAvFiMaMa,612315,50
OdVe,232140,50
OdVe,423110,50
OdVe,342510,50
OdVe,720110,50
OdVe,377135,50
OdVe,122720,50
OdVe,142310,50
OdVe,519915,50
OdVe,225285,50
OdVe,841605,50
TiRideOl,848325,25.2
TiRideOl,313320,68.7
TiRideOl,612420,79.1
TiRideOl,612735,49.2
TiRideOl,213135,22.6
TiRideOl,234410,22.6
TiRideOl,233110,43.1
TiRideOl,232160,15.4
TiRideOl,334110,24.4
TiRideOl,911315,30.2
TiRideOl,524305,30.2
TiRideOl,142605,73.7
TiRideOl,715305,79.5
TiRideOl,263115,60.4
TiRideOl,910905,18.3
TiRideOl,234652,61.1
TiRideOl,234740,69.7
TiRideOl,375120,71.9
TiRideOl,821205,71.9
TiRideOl,823325,80.9
TiRideOl,424210,70.8
TiRideOl,783235,59.6
TiRideOl,612715,70.8
TiRideOl,717025,70.8
TiRideOl,513205,49.9
TiRideOl,131210,87
TiRideOl,612735,81.6
TiRideOl,751130,81.6
TiRideOl,225275,81.6
TiRideOl,233130,56.4
TiRideOl,225220,60.4
TiRideOl,524215,60.4
TiRideOl,317115,64.7
TiRideOl,214280,91.3
TiRideOl,318405,83.7
TiRideOl,213105,83.7
TiRideOl,724125,19.3
TiRideOl,234644,19.3
TiRideOl,31105,62.8
TiRideOl,262230,62.8
TiRideOl,721315,62.8
TiRideOl,234405,91.9
TiRideOl,731105,48.7
TiRideOl,524105,76.8
TiRideOl,214615,34
TiRideOl,213415,34
TiRideOl,215145,46.9
TiRideOl,766155,46.9
TiRideOl,142110,46.9
TiRideOl,782220,20.6
TiRideOl,261410,100
TiRideOl,354150,100
TiRideOl,773220,100
TiRideOl,811405,100
TiRideOl,311305,76.6
TiRideOl,225320,76.6
TiRideOl,342610,39.2
TiRideOl,215305,47.5
TiRideOl,761366,47.5
TiRideOl,622510,52.5
TiRideOl,516105,89.9
TiRideOl,632405,40.3
TiRideOl,768115,81.7
TiRideOl,991115,59.8
TiRideOl,231335,59.8
TiRideOl,710125,22.4
TiRideOl,223835,62.3
TiRideOl,211215,38.9
TiRideOl,214335,38.9
TiRideOl,513405,27
TiRideOl,372110,27
TiRideOl,715520,42.5
TiRideOl,354825,46.8
TiRideOl,376405,37.8
TiRideOl,410105,37.8
TiRideOl,376240,37.8
TiRideOl,710210,37.8
GuPe,631015,100
GuPe,715520,10.1
GuPe,612625,39.9
GuPe,324120,80.6
GuPe,351505,100
GuPe,242210,80.2
GuPe,141610,80.2
GuPe,841615,39.6
GuPe,422310,100
GuPe,765240,100
GuPe,731145,19.4
GuPe,818110,100
GuPe,915105,100
MaDu,811305,76.3
MaDu,20110,31.3
MaDu,377110,74.8
MaDu,373225,64.7
MaDu,234720,64.7
MaDu,731140,87.4
MaDu,724110,30.2
MaDu,111505,68.7
MaDu,510130,63.7
MaDu,712110,87.8
MaDu,623015,41
MaDu,732140,53.9
MaDu,213405,35.6
MaDu,752225,75.2
MaDu,761330,75.2
MaDu,111505,75.2
MaDu,823245,69.4
MaDu,142405,69.4
MaDu,225115,85.6
MaDu,519315,40.3
MaDu,261610,40.3
MaDu,612210,84.9
MaDu,515225,84.9
MaDu,782720,84.9
MaDu,519805,61.9
MaDu,414125,79.9
MaDu,222120,33.9
MaDu,141410,71
MaDu,141415,71
MaDu,723330,45.8
MaDu,517330,78.9
MaDu,422120,88.6
MaDu,322605,30.3
MaDu,715220,70.9
MaDu,763005,83.5
MaDu,234628,59.4
MaDu,742135,29.5
MaDu,318110,29.5
MaDu,413225,89.6
MaDu,411025,89.6
MaDu,226305,32.7
MaDu,113010,32.7
MaDu,517205,59.7
MaDu,415130,98.2
MaDu,301105,92.1
MaDu,832125,87.4
MaDu,313415,87.4
MaDu,322605,59.7
MaDu,111325,80.9
MaDu,215315,70.1
MaDu,251105,43.5
MaDu,372110,96
MaDu,262235,60.4
MaDu,322230,40.3
MaDu,391220,79.5
MaDu,725215,79.5
MaDu,225139,70.2
MaDu,212405,84.9
MaDu,301110,66.2
MaDu,524310,46
ErdeAnBa,765405,80.9
ErdeAnBa,832135,38.8
ErdeAnBa,422110,83.8
ErdeAnBa,782130,49.5
ErdeAnBa,424205,88.8
ErdeAnBa,234760,29.5
ErdeAnBa,613410,0
ErdeAnBa,141405,49.6
ErdeAnBa,123705,10.1
ErdeAnBa,234632,10.1
ErdeAnBa,253130,0
ErdeAnBa,223248,8.6
ErdeAnBa,763215,20.5
ErdeAnBa,341210,93.2
ErdeAnBa,612510,67.3
ErdeAnBa,411005,32.7
ErdeAnBa,262215,50.7
ErdeAnBa,342525,9
ErdeAnBa,777105,9
ErdeAnBa,762205,42.1
ErdeAnBa,203105,87.1
ErdeAnBa,766250,5.8
ErdeAnBa,353225,80.2
ErdeAnBa,213120,45
ErdeAnBa,234515,7.2
ErdeAnBa,782715,7.2
ErdeAnBa,311110,7.2
ErdeAnBa,142335,31.7
ErdeAnBa,763005,31.7
ErdeAnBa,781110,31.7
ErdeAnBa,716530,43.2
ErdeAnBa,723125,72.3
ErdeAnBa,223224,72.3
ErdeAnBa,514325,32.7
ErdeAnBa,325105,2.9
ErdeAnBa,391215,68.7
ErdeAnBa,213430,68.7
ErdeAnBa,622415,0
ErdeAnBa,141520,63.7
ErdeAnBa,623415,31.7
ErdeAnBa,780105,31.7
ErdeAnBa,242405,74.1
ErdeAnBa,521110,3.2
ErdeAnBa,122710,3.2
ErdeAnBa,632310,3.2
ErdeAnBa,215215,82.4
ErdeAnBa,723235,30.6
NiCodaSi,513305,70.1
NiCodaSi,241010,30.3
NiCodaSi,514120,50.2
NiCodaSi,322205,39.9
NiCodaSi,225225,41
NiCodaSi,223645,41
NiCodaSi,316335,38.8
NiCodaSi,841630,80.4
NiCodaSi,512115,40.5
NiCodaSi,622720,80.4
NiCodaSi,234425,20.6
NiCodaSi,234604,20.6
NiCodaSi,516405,50.9
NiCodaSi,760105,70.1
NiCodaSi,241225,20
NiCodaSi,842105,80
NiCodaSi,517205,70
NiCodaSi,761330,85
NiCodaSi,513405,50
NiCodaSi,513225,40
NiCodaSi,261135,15
NiCodaSi,770105,10
NiCodaSi,811005,60
NiCodaSi,517205,70
NiCodaSi,992105,70
NiCodaSi,711115,80
CeAnAlKa,632350,70.1
CeAnAlKa,262825,51
CeAnAlKa,841110,51
CeAnAlKa,715220,43.4
CeAnAlKa,725010,52
CeAnAlKa,421210,71.4
CeAnAlKa,832115,78.6
CeAnAlKa,422110,50.9
CeAnAlKa,234652,21.4
CeAnAlKa,841305,68.5
CeAnAlKa,768110,96.2
CeAnAlKa,724410,96.2
CeAnAlKa,318205,90.4
CeAnAlKa,213175,58.7
CeAnAlKa,716405,18.4
CeAnAlKa,410225,48.9
CeAnAlKa,724420,44.2
CeAnAlKa,413105,67.9
CeAnAlKa,831125,80.5
CeAnAlKa,212210,76.5
CeAnAlKa,811715,52.4
CeAnAlKa,114405,68.6
CeAnAlKa,721210,29
CeAnAlKa,414125,52.4
CeAnAlKa,766115,58.9
CeAnAlKa,773350,60.3
CeAnAlKa,725225,63.2
CeAnAlKa,223208,62.5
CeAnAlKa,353210,27.2
CeAnAlKa,910115,58.9
CeAnAlKa,763315,36.6
CeAnAlKa,710215,54.2
CeAnAlKa,523105,54.2
CeAnAlKa,991120,38
CeAnAlKa,314605,43.4
CeAnAlKa,711125,38.4
CeAnAlKa,322420,63.9
CeAnAlKa,223545,66.8
CeAnAlKa,841444,35.5
CeAnAlKa,122505,50.3
CeAnAlKa,214235,18.6
CeAnAlKa,731155,31
CeAnAlKa,203310,61.6
CeAnAlKa,214320,14.8
CeAnAlKa,519305,28.5
CeAnAlKa,234668,34.3
CeAnAlKa,252305,37.9
CeAnAlKa,782410,40.8
CeAnAlKa,242405,23.9
CeAnAlKa,212420,23.9
CeAnAlKa,261415,23.9
CeAnAlKa,111320,39.7
CeAnAlKa,791155,5.2
CeAnAlKa,766140,59.5
CeAnAlKa,234765,59.5
CeAnAlKa,823235,28.2
CeAnAlKa,512110,57
CeAnAlKa,751020,48
CeAnAlKa,517315,49.1
CeAnAlKa,213210,49.1
CeAnAlKa,768120,36.2
CeAnAlKa,234910,66.8
CeAnAlKa,131205,66.8
RiJoRa,376240,70.2
RiJoRa,316330,39.2
RiJoRa,317120,49.6
RiJoRa,516210,18.7
RiJoRa,242220,39.2
RiJoRa,424115,50.7
RiJoRa,214320,80.6
RiJoRa,253205,39.6
RiJoRa,318420,50
RiJoRa,225235,29.5
RiJoRa,301110,29.5
RiJoRa,377110,50.7
RiJoRa,782810,20.5
RiJoRa,223204,30.2
RiJoRa,761363,78.4
RiJoRa,391130,38.8
RiJoRa,812105,48.2
RiJoRa,376320,29.1
RiJoRa,351415,78.4
RiJoRa,420115,78.4
RiJoRa,317205,50
RiJoRa,752310,80.6
RiJoRa,723240,80.6
RiJoRa,841484,80.6
RiJoRa,822115,80.6
RiJoRa,841315,80.6
RiJoRa,723110,58.6
RiJoRa,821215,58.6
RiJoRa,251515,20.5
RiJoRa,271105,41.7
RiJoRa,234680,41.7
RiJoRa,231305,41.7
RiJoRa,613210,41.7
RiJoRa,242210,41.7
RiJoRa,766305,69.1
RiJoRa,254105,69.1
RiJoRa,721320,79.9
RiJoRa,223244,29.1
RiJoRa,421205,89.6
RiJoRa,223405,59.7
RiJoRa,223630,39.2
RiJoRa,414120,89.9
RiJoRa,765225,60.1
RiJoRa,223820,48.6
RiJoRa,773415,70.9
RiJoRa,517325,70.9
RiJoRa,422130,48.9
RiJoRa,773335,69.1
RiJoRa,213160,29.9
RiJoRa,715305,29.9
RiJoRa,203505,29.9
RiJoRa,731320,29.9
RiJoRa,252525,71.6
RiJoRa,223710,30.6
RiJoRa,913105,30.6
RiJoRa,741125,30.6
RiJoRa,234435,20.5
RiJoRa,215220,31.7
RiJoRa,331305,31.7
RiJoRa,742120,48.9
RiJoRa,215205,39.9
RiJoRa,224105,39.9
RiJoRa,768110,59.4
RiJoRa,214710,32.7
RiJoRa,334115,32.7
RiJoRa,710220,32.7
RiJoRa,231330,59
RiJoRa,214930,47.8
RiJoRa,992115,30.2
RiJoRa,313215,19.8
RiJoRa,234616,60.4
RiJoRa,122610,31.3
RiJoRa,822110,62.9
RiJoRa,720110,39.9
RiJoRa,775120,29.1
RiJoRa,141520,78.1
RiJoRa,411015,78.1
RiJoRa,21205,10.4
RiJoRa,131225,10.4
RiJoRa,234765,28.1
RiJoRa,768130,69.4
RiJoRa,773120,69.4
RiJoRa,131315,20.1
RiJoRa,724440,70.1
RiJoRa,371305,21.2
RiJoRa,262105,21.2
RiJoRa,848420,21.2
RiJoRa,261420,89.6
RiJoRa,773130,79.1
RiJoRa,254505,20.1
RiJoRa,413220,89.6
RiJoRa,723240,77.7
RiJoRa,413105,77.7
RiJoRa,810110,30.6
RiJoRa,223525,20.1
RiJoRa,412110,78.4
RiJoRa,318705,38.8
RiJoRa,225340,30.6
RiJoRa,202105,19.4
RiJoRa,775110,60.8
RiJoRa,21205,20.1
RiJoRa,311510,38.8
RiJoRa,613305,17.6
RiJoRa,421315,69.4
RiJoRa,510115,20.1
RiJoRa,510105,20.1
RiJoRa,762305,61.9
RiJoRa,811120,61.9
RiJoRa,951105,30.6
RiJoRa,752325,30.6
RiJoRa,771110,30.6
RiJoRa,351310,41.4
RiJoRa,412205,90.3
RiJoRa,225150,10.8
RiJoRa,722415,70.1
RiJoRa,316120,29.1
RiJoRa,214605,13.7
RiJoRa,225345,13.7
RiJoRa,123405,13.7
RiJoRa,223435,13.7
RiJoRa,422115,82.7
RiJoRa,622120,82.7
RiJoRa,762105,82.7
RiJoRa,142410,12.9
RiJoRa,521125,70.9
RiJoRa,251520,12.9
RiJoRa,225185,12.9
RiJoRa,842210,70.1
RiJoRa,831125,70.1
RiJoRa,234664,32
RiJoRa,300105,11.9
RiJoRa,261420,80.9
RiJoRa,351115,60.1
RiJoRa,234648,30.9
RiJoRa,720120,30.9
RiJoRa,341215,30.9
RiJoRa,141525,30.9
RiJoRa,239225,20.1
RiJoRa,782710,20.1
RiJoRa,763120,71.6
RiJoRa,111305,11.2
RiJoRa,721225,11.2
RiJoRa,214230,11.2
RiJoRa,239435,11.2
RiJoRa,842210,70.1
RiJoRa,631205,29.1
RiJoRa,913105,19.1
RiJoRa,821335,19.1
RiJoRa,761354,70.9
RiJoRa,203210,4.3
RiJoRa,252550,20.1
RiJoRa,763325,49.6
RiJoRa,773510,70.9
RiJoRa,724610,89.2
RiJoRa,420110,60.4
AldeMeJu,262315,80.6
AldeMeJu,234210,10.1
AldeMeJu,766150,0
AldeMeJu,821220,69.8
AldeMeJu,775120,89.2
AldeMeJu,725305,70.5
AldeMeJu,241215,30.9
AldeMeJu,314405,9.4
AldeMeJu,831115,71.2
AldeMeJu,211110,10.1
AldeMeJu,632320,10.1
AldeMeJu,318505,20.5
AldeMeJu,991205,9
RaPa,203405,50
RaPa,517205,80.6
RaPa,318005,60.1
RaPa,514225,94.6
RaPa,242405,79.9
RaPa,414215,95
RaPa,391125,95
RaPa,820105,95
RaPa,510115,80.9
RaPa,716310,48.9
RaPa,632345,70.5
RaPa,810105,91.4
RaPa,142335,79.9
RaPa,768310,96.4
RaPa,782120,60.4
RaPa,142705,79.9
RaPa,214410,50.7
RaPa,782120,29.9
RaPa,622610,70.9
RaPa,322405,50
RaPa,413230,69.1
RaPa,253135,96
RaPa,630105,64
RaPa,234672,64
RaPa,223228,64
RaPa,341220,37.1
RaPa,761354,54.7
RaPa,319205,54.7
RaPa,783240,66.9
RaPa,777210,78.8
RaPa,914425,94.6
RaPa,762315,80.2
RaPa,777115,80.2
RaPa,422120,60.1
RaPa,782730,80.6
RaPa,212415,60.1
RaPa,225130,91
RaPa,511510,91
RaPa,131320,30.6
RaPa,515210,80.9
RaPa,519805,60.4
RaPa,613210,20.9
RaPa,848325,37.1
RaPa,224110,93.2
RaPa,821335,79.9
RaPa,511510,86.7
RaPa,122110,30.6
RaPa,30105,53.2
RaPa,414105,37.1
RaPa,377210,25.9
RaPa,811805,72.7
RaPa,613310,91
RaPa,233115,91
TeNo,214720,0
TeNo,322115,0
TeNo,324120,0
TeNo,122205,0
TeNo,515215,0
EuGuHo,776430,10.1
EuGuHo,30110,100
EuGuHo,234460,0
EuGuHo,722325,0
EuGuHo,731115,100
EuGuHo,783105,100
EuGuHo,766105,100
EuGuHo,377240,100
EuGuHo,214740,80.2
EuGuHo,510305,0
EuGuHo,811420,0
EuGuHo,612220,90.3
EuGuHo,241320,90.3
EuGuHo,632365,90.3
EuGuHo,823220,100
EuGuHo,521110,100
EuGuHo,513505,100
EuGuHo,261810,70.1
EuGuHo,223515,100
EuGuHo,254110,30.9
EuGuHo,823315,50
EuGuHo,223204,100
EuGuHo,234460,0
EuGuHo,411030,0
EuGuHo,214310,100
EuGuHo,352420,0
EuGuHo,750205,90.3
EuGuHo,372210,60.4
EuGuHo,203025,80.9
EuGuHo,768110,0
EuGuHo,325005,100
EuGuHo,710225,80.9
EuGuHo,203210,50
EuGuHo,261505,0
EuGuHo,848420,0
EuGuHo,761210,80.2
EuGuHo,214935,100
EuGuHo,251235,70.1
EuGuHo,782305,70.1
EuGuHo,721225,100
EuGuHo,510130,100
EuGuHo,141510,100
EuGuHo,716515,100
EuGuHo,761215,100
EuGuHo,325205,100
EuGuHo,848605,70.5
EuGuHo,203405,100
EuGuHo,225265,0
EuGuHo,715535,0
EuGuHo,721430,0
EuGuHo,720105,0
EuGuHo,782715,100
EuGuHo,141115,100
EuGuHo,519940,69.4
EuGuHo,234430,100
EuGuHo,373145,0
EuGuHo,214270,100
EuGuHo,516205,0
EuGuHo,351740,100
EuGuHo,122740,100
EuGuHo,631020,80.6
EuGuHo,782405,100
EuGuHo,225109,100
EuGuHo,225142,0
EuGuHo,631205,0
EuGuHo,261705,100
EuGuHo,612720,69.8
EuGuHo,761435,100
EuGuHo,318505,100
EuGuHo,919305,100
EuGuHo,641010,70.1
EuGuHo,374105,100
EuGuHo,742130,100
EuGuHo,722325,100
EuGuHo,262120,100
EuGuHo,752110,60.8
EuGuHo,31205,100
EuGuHo,410240,0
EuGuHo,716540,100
EuGuHo,376225,100
EuGuHo,751105,100
EuGuHo,331205,100
EuGuHo,821415,60.1
EuGuHo,410205,100
EuGuHo,821245,100
EuGuHo,422210,100
EuGuHo,214410,100
EuGuHo,811605,0
EuGuHo,234740,100
EuGuHo,314705,0
EuGuHo,214725,100
EuGuHo,223220,19.4
EuGuHo,761820,0
EuGuHo,261730,100
EuGuHo,919205,60.4
EuGuHo,421305,60.4
EuGuHo,311410,100
EuGuHo,715215,100
EuGuHo,992210,100
EuGuHo,911315,100
EuGuHo,131220,60.1
EuGuHo,811330,0
EuGuHo,992105,100
EuGuHo,261410,100
EuGuHo,761342,80.2
EuGuHo,524310,100
EuGuHo,715725,100
EuGuHo,413105,100
EuGuHo,239420,100
EuGuHo,223635,100
EuGuHo,316340,0
EuGuHo,225103,100
EuGuHo,725025,0
EuGuHo,717010,60.4
EuGuHo,342540,100
EuGuHo,841432,60.4
EuGuHo,325005,100
EuGuHo,848520,70.1
EuGuHo,300305,100
EuGuHo,213135,60.4
EuGuHo,318120,0
EuGuHo,763215,60.1
EuGuHo,201210,100
EuGuHo,631320,100
EuGuHo,131115,100
EuGuHo,721405,100
EuGuHo,422120,100
EuGuHo,782415,100
EuGuHo,791110,100
EuGuHo,765225,100
EuGuHo,910910,100
EuGuHo,725610,69.5
EuGuHo,322415,100
EuGuHo,513210,59
EuGuHo,342535,100
EuGuHo,811430,100
EuGuHo,823105,100
EuGuHo,773410,100
EuGuHo,252530,100
EuGuHo,513415,100
EuGuHo,831105,100
EuGuHo,842125,100
EuGuHo,761110,100
EuGuHo,225335,100
EuGuHo,223425,59.7
EuGuHo,377220,59.7
EuGuHo,524205,70.1
EuGuHo,772110,100
EuGuHo,312305,100
EuGuHo,214335,100
EuGuHo,223815,0
EuGuHo,613110,0
EuGuHo,841720,100
EuGuHo,840120,100
EuGuHo,213115,100
EuGuHo,752330,0
EuGuHo,242225,100
EuGuHo,842110,0
EuGuHo,234620,100
EuGuHo,131215,70.1
EuGuHo,374215,70.1
EuGuHo,212320,70.1
EuGuHo,224105,70.1
EuGuHo,214345,70.1
EuGuHo,841432,0
